upstream_camera,downstream_camera,upstream_time,downstream_time,propagation_lag_min,upstream_state,downstream_state,state_increase,sequence_id
2701,2704,2025-10-16 07:50:00,2025-10-16 07:55:00,5,0,1,1,3
2701,2704,2025-10-16 07:55:00,2025-10-16 08:00:00,5,0,1,1,3
2701,2704,2025-10-16 08:00:00,2025-10-16 08:05:00,5,0,1,1,3
2701,2704,2025-10-16 08:05:00,2025-10-16 08:10:00,5,0,1,1,3
2701,2704,2025-10-16 08:10:00,2025-10-16 08:15:00,5,0,1,1,3
2701,2704,2025-10-16 08:15:00,2025-10-16 08:20:00,5,0,1,1,3
2701,2704,2025-10-16 08:20:00,2025-10-16 08:25:00,5,0,1,1,3
2701,2704,2025-10-16 08:25:00,2025-10-16 08:30:00,5,0,1,1,3
2701,2704,2025-10-16 08:30:00,2025-10-16 08:35:00,5,0,1,1,3
2701,2704,2025-10-16 08:35:00,2025-10-16 08:40:00,5,0,1,1,3
2701,2704,2025-10-16 08:40:00,2025-10-16 08:45:00,5,0,1,1,3
2701,2704,2025-10-16 08:45:00,2025-10-16 08:50:00,5,0,1,1,3
2701,2704,2025-10-16 08:50:00,2025-10-16 09:00:00,10,0,1,1,3
2701,2704,2025-10-16 08:55:00,2025-10-16 09:00:00,5,0,1,1,3
2701,2704,2025-10-16 09:00:00,2025-10-16 09:05:00,5,0,1,1,3
2701,2704,2025-10-16 09:05:00,2025-10-16 09:10:00,5,0,1,1,3
2701,2704,2025-10-16 09:10:00,2025-10-16 09:15:00,5,0,1,1,3
2701,2704,2025-10-16 09:15:00,2025-10-16 09:20:00,5,0,1,1,3
2701,2704,2025-10-16 09:20:00,2025-10-16 09:25:00,5,0,1,1,3
2701,2704,2025-10-16 09:25:00,2025-10-16 09:30:00,5,0,1,1,3
2701,2704,2025-10-16 09:30:00,2025-10-16 09:35:00,5,0,1,1,3
2701,2704,2025-10-16 09:35:00,2025-10-16 09:40:00,5,0,1,1,3
2701,2704,2025-10-16 09:40:00,2025-10-16 09:45:00,5,0,1,1,3
2701,2704,2025-10-16 09:45:00,2025-10-16 09:50:00,5,0,1,1,3
2701,2704,2025-10-16 09:50:00,2025-10-16 09:55:00,5,0,1,1,3
2701,2704,2025-10-16 09:55:00,2025-10-16 10:00:00,5,0,1,1,3
2701,2704,2025-10-16 10:00:00,2025-10-16 10:05:00,5,0,1,1,3
2701,2704,2025-10-16 10:05:00,2025-10-16 10:10:00,5,0,1,1,3
2701,2704,2025-10-16 10:10:00,2025-10-16 10:15:00,5,0,1,1,3
2701,2704,2025-10-16 10:15:00,2025-10-16 10:20:00,5,0,1,1,3
2701,2704,2025-10-16 10:20:00,2025-10-16 10:25:00,5,0,1,1,3
2701,2704,2025-10-16 10:25:00,2025-10-16 10:30:00,5,0,1,1,3
2701,2704,2025-10-16 10:30:00,2025-10-16 10:35:00,5,0,1,1,3
2701,2704,2025-10-16 10:35:00,2025-10-16 10:40:00,5,0,1,1,3
2701,2704,2025-10-16 10:40:00,2025-10-16 10:45:00,5,0,1,1,3
2701,2704,2025-10-16 10:45:00,2025-10-16 10:50:00,5,0,1,1,3
2701,2704,2025-10-16 10:50:00,2025-10-16 10:55:00,5,0,1,1,3
2701,2704,2025-10-16 10:55:00,2025-10-16 11:00:00,5,0,1,1,3
2701,2704,2025-10-16 11:00:00,2025-10-16 11:05:00,5,0,1,1,3
2701,2704,2025-10-16 11:05:00,2025-10-16 11:10:00,5,0,1,1,3
2701,2704,2025-10-16 11:10:00,2025-10-16 11:15:00,5,0,1,1,3
2701,2704,2025-10-16 11:15:00,2025-10-16 11:20:00,5,0,1,1,3
2701,2704,2025-10-16 11:20:00,2025-10-16 11:25:00,5,0,1,1,3
2701,2704,2025-10-16 11:25:00,2025-10-16 11:30:00,5,0,1,1,3
2701,2704,2025-10-16 11:30:00,2025-10-16 11:35:00,5,0,1,1,3
2701,2704,2025-10-16 11:35:00,2025-10-16 11:40:00,5,0,1,1,3
2701,2704,2025-10-16 11:40:00,2025-10-16 11:45:00,5,0,1,1,3
2701,2704,2025-10-16 11:45:00,2025-10-16 11:50:00,5,0,1,1,3
2701,2704,2025-10-16 11:50:00,2025-10-16 11:55:00,5,0,1,1,3
2701,2704,2025-10-16 11:55:00,2025-10-16 12:00:00,5,0,1,1,3
2701,2704,2025-10-16 12:00:00,2025-10-16 12:05:00,5,0,1,1,3
2701,2704,2025-10-16 12:05:00,2025-10-16 12:10:00,5,0,1,1,3
2701,2704,2025-10-16 12:10:00,2025-10-16 12:15:00,5,0,1,1,3
2701,2704,2025-10-16 12:15:00,2025-10-16 12:20:00,5,0,1,1,3
2701,2704,2025-10-16 12:20:00,2025-10-16 12:25:00,5,0,1,1,3
2701,2704,2025-10-16 12:25:00,2025-10-16 12:30:00,5,0,1,1,3
2701,2704,2025-10-16 12:30:00,2025-10-16 12:35:00,5,0,1,1,3
2701,2704,2025-10-16 12:35:00,2025-10-16 12:40:00,5,0,1,1,3
2701,2704,2025-10-16 12:40:00,2025-10-16 12:45:00,5,0,1,1,3
2701,2704,2025-10-16 12:45:00,2025-10-16 12:50:00,5,0,1,1,3
2701,2704,2025-10-16 12:50:00,2025-10-16 12:55:00,5,0,1,1,3
2701,2704,2025-10-16 12:55:00,2025-10-16 13:00:00,5,0,1,1,3
2701,2704,2025-10-16 13:00:00,2025-10-16 13:05:00,5,0,1,1,3
2701,2704,2025-10-16 13:05:00,2025-10-16 13:10:00,5,0,1,1,3
2701,2704,2025-10-16 13:10:00,2025-10-16 13:15:00,5,0,1,1,3
2701,2704,2025-10-16 13:15:00,2025-10-16 13:20:00,5,0,1,1,3
2701,2704,2025-10-16 13:20:00,2025-10-16 13:25:00,5,0,1,1,3
2701,2704,2025-10-16 14:00:00,2025-10-16 14:05:00,5,0,1,1,3
2701,2704,2025-10-16 14:05:00,2025-10-16 14:15:00,10,0,1,1,3
2701,2704,2025-10-16 14:15:00,2025-10-16 14:20:00,5,0,1,1,3
2701,2704,2025-10-16 14:20:00,2025-10-16 14:25:00,5,0,1,1,3
2701,2704,2025-10-16 14:25:00,2025-10-16 14:30:00,5,0,1,1,3
2701,2704,2025-10-16 14:30:00,2025-10-16 14:35:00,5,0,1,1,3
2701,2704,2025-10-16 14:35:00,2025-10-16 14:40:00,5,0,1,1,3
2701,2704,2025-10-16 14:40:00,2025-10-16 14:45:00,5,0,1,1,3
2701,2704,2025-10-16 14:45:00,2025-10-16 14:50:00,5,0,1,1,3
2701,2704,2025-10-16 14:50:00,2025-10-16 14:55:00,5,0,1,1,3
2701,2704,2025-10-16 14:55:00,2025-10-16 15:00:00,5,0,1,1,3
2701,2704,2025-10-16 15:00:00,2025-10-16 15:05:00,5,0,1,1,3
2701,2704,2025-10-16 15:05:00,2025-10-16 15:10:00,5,0,1,1,3
2701,2704,2025-10-16 15:10:00,2025-10-16 15:15:00,5,0,1,1,3
2701,2704,2025-10-16 15:15:00,2025-10-16 15:20:00,5,0,1,1,3
2701,2704,2025-10-16 15:20:00,2025-10-16 15:25:00,5,0,1,1,3
2701,2704,2025-10-16 15:25:00,2025-10-16 15:30:00,5,0,1,1,3
2701,2704,2025-10-16 15:30:00,2025-10-16 15:35:00,5,0,1,1,3
2701,2704,2025-10-16 15:35:00,2025-10-16 15:45:00,10,0,1,1,3
2701,2704,2025-10-16 15:40:00,2025-10-16 15:45:00,5,0,1,1,3
2701,2704,2025-10-16 15:45:00,2025-10-16 15:50:00,5,0,1,1,3
2701,2704,2025-10-16 15:50:00,2025-10-16 15:55:00,5,0,1,1,3
2701,2704,2025-10-16 15:55:00,2025-10-16 16:00:00,5,0,1,1,3
2701,2704,2025-10-16 16:00:00,2025-10-16 16:05:00,5,0,1,1,3
2701,2704,2025-10-16 16:05:00,2025-10-16 16:10:00,5,0,1,1,3
2701,2704,2025-10-16 16:10:00,2025-10-16 16:15:00,5,0,1,1,3
2701,2704,2025-10-16 16:15:00,2025-10-16 16:20:00,5,0,1,1,3
2701,2704,2025-10-16 16:20:00,2025-10-16 16:25:00,5,0,1,1,3
2701,2704,2025-10-16 16:25:00,2025-10-16 16:30:00,5,0,1,1,3
2701,2704,2025-10-16 16:30:00,2025-10-16 16:35:00,5,0,1,1,3
2701,2704,2025-10-16 16:35:00,2025-10-16 16:40:00,5,0,1,1,3
2701,2704,2025-10-16 16:40:00,2025-10-16 16:45:00,5,0,1,1,3
2701,2704,2025-10-16 16:45:00,2025-10-16 16:50:00,5,0,1,1,3
2701,2704,2025-10-16 16:50:00,2025-10-16 16:55:00,5,0,1,1,3
2701,2704,2025-10-16 16:55:00,2025-10-16 17:00:00,5,0,3,3,3
2701,2704,2025-10-16 17:00:00,2025-10-16 17:05:00,5,0,3,3,3
2701,2704,2025-10-16 17:05:00,2025-10-16 17:20:00,15,0,3,3,3
2701,2704,2025-10-16 17:10:00,2025-10-16 17:20:00,10,0,3,3,3
2701,2704,2025-10-16 17:15:00,2025-10-16 17:20:00,5,0,3,3,3
2701,2704,2025-10-16 17:20:00,2025-10-16 17:30:00,10,0,3,3,3
2701,2704,2025-10-16 17:25:00,2025-10-16 17:30:00,5,0,3,3,3
2701,2704,2025-10-16 19:50:00,2025-10-16 20:50:00,60,0,3,3,3
2701,2704,2025-10-16 19:55:00,2025-10-16 20:50:00,55,0,3,3,3
2701,2704,2025-10-16 20:00:00,2025-10-16 20:50:00,50,0,3,3,3
2701,2704,2025-10-16 20:05:00,2025-10-16 20:50:00,45,0,3,3,3
2701,2704,2025-10-16 20:10:00,2025-10-16 20:50:00,40,0,3,3,3
2701,2704,2025-10-16 20:15:00,2025-10-16 20:50:00,35,0,3,3,3
2701,2704,2025-10-16 20:20:00,2025-10-16 20:50:00,30,0,3,3,3
2701,2704,2025-10-16 20:25:00,2025-10-16 20:50:00,25,0,3,3,3
2701,2704,2025-10-16 20:30:00,2025-10-16 20:50:00,20,0,3,3,3
2701,2704,2025-10-16 20:35:00,2025-10-16 20:50:00,15,0,3,3,3
2701,2704,2025-10-16 20:40:00,2025-10-16 20:50:00,10,0,3,3,3
2701,2704,2025-10-16 20:45:00,2025-10-16 20:50:00,5,0,3,3,3
2701,2704,2025-10-16 20:50:00,2025-10-16 21:00:00,10,0,3,3,3
2701,2704,2025-10-16 20:55:00,2025-10-16 21:00:00,5,0,3,3,3
2701,2704,2025-10-16 21:00:00,2025-10-16 21:05:00,5,0,3,3,3
2701,2704,2025-10-16 21:05:00,2025-10-16 21:10:00,5,0,3,3,3
2701,2704,2025-10-16 21:10:00,2025-10-16 21:15:00,5,0,3,3,3
2701,2704,2025-10-16 21:20:00,2025-10-16 21:25:00,5,0,3,3,3
2701,2704,2025-10-16 21:25:00,2025-10-16 21:30:00,5,0,3,3,3
2701,2704,2025-10-16 21:30:00,2025-10-16 21:35:00,5,0,3,3,3
2701,2704,2025-10-16 21:50:00,2025-10-16 21:55:00,5,0,3,3,3
2701,2704,2025-10-16 21:55:00,2025-10-16 22:00:00,5,0,3,3,3
2701,2704,2025-10-16 22:00:00,2025-10-16 22:05:00,5,0,3,3,3
2701,2704,2025-10-16 22:05:00,2025-10-16 22:10:00,5,0,3,3,3
2701,2704,2025-10-16 22:10:00,2025-10-16 22:15:00,5,0,3,3,3
2701,2704,2025-10-16 22:15:00,2025-10-16 22:25:00,10,0,3,3,3
2701,2704,2025-10-16 22:20:00,2025-10-16 22:25:00,5,0,3,3,3
2701,2704,2025-10-16 22:25:00,2025-10-16 22:30:00,5,0,3,3,3
2701,2704,2025-10-16 22:35:00,2025-10-16 22:40:00,5,0,3,3,3
2701,2704,2025-10-17 04:55:00,2025-10-17 05:00:00,5,0,2,2,4
2701,2704,2025-10-17 06:35:00,2025-10-17 06:40:00,5,0,2,2,4
2701,2704,2025-10-17 06:40:00,2025-10-17 06:45:00,5,0,2,2,4
2701,2704,2025-10-17 06:50:00,2025-10-17 06:55:00,5,0,2,2,4
2701,2704,2025-10-17 06:55:00,2025-10-17 07:00:00,5,0,2,2,4
2701,2704,2025-10-17 07:00:00,2025-10-17 07:05:00,5,0,2,2,4
2701,2704,2025-10-17 07:05:00,2025-10-17 07:10:00,5,0,2,2,4
2701,2704,2025-10-17 07:10:00,2025-10-17 07:15:00,5,0,2,2,4
2701,2704,2025-10-17 07:15:00,2025-10-17 07:20:00,5,0,2,2,4
2701,2704,2025-10-17 07:20:00,2025-10-17 07:25:00,5,0,2,2,4
2701,2704,2025-10-17 07:25:00,2025-10-17 07:30:00,5,0,2,2,4
2701,2704,2025-10-17 07:30:00,2025-10-17 07:35:00,5,0,2,2,4
2701,2704,2025-10-17 07:35:00,2025-10-17 07:40:00,5,0,2,2,4
2701,2704,2025-10-17 07:40:00,2025-10-17 07:45:00,5,0,2,2,4
2701,2704,2025-10-17 07:45:00,2025-10-17 07:50:00,5,0,2,2,4
2701,2704,2025-10-17 07:50:00,2025-10-17 07:55:00,5,0,2,2,4
2701,2704,2025-10-17 07:55:00,2025-10-17 08:00:00,5,0,2,2,4
2701,2704,2025-10-17 08:00:00,2025-10-17 08:05:00,5,0,2,2,4
2701,2704,2025-10-17 08:05:00,2025-10-17 08:10:00,5,0,2,2,4
2701,2704,2025-10-17 08:10:00,2025-10-17 08:15:00,5,0,2,2,4
2701,2704,2025-10-17 08:15:00,2025-10-17 08:20:00,5,0,2,2,4
2701,2704,2025-10-17 08:20:00,2025-10-17 08:25:00,5,0,2,2,4
2701,2704,2025-10-17 08:25:00,2025-10-17 08:30:00,5,0,2,2,4
2701,2704,2025-10-17 08:30:00,2025-10-17 08:35:00,5,0,2,2,4
2701,2704,2025-10-17 08:35:00,2025-10-17 08:40:00,5,0,2,2,4
2701,2704,2025-10-17 08:40:00,2025-10-17 08:45:00,5,0,2,2,4
2701,2704,2025-10-17 08:45:00,2025-10-17 08:50:00,5,0,2,2,4
2701,2704,2025-10-17 08:50:00,2025-10-17 08:55:00,5,0,2,2,4
2701,2704,2025-10-17 08:55:00,2025-10-17 09:00:00,5,0,2,2,4
2701,2704,2025-10-17 09:00:00,2025-10-17 09:05:00,5,0,2,2,4
2701,2704,2025-10-17 09:05:00,2025-10-17 09:10:00,5,0,2,2,4
2701,2704,2025-10-17 09:10:00,2025-10-17 09:20:00,10,0,2,2,4
2701,2704,2025-10-17 09:15:00,2025-10-17 09:20:00,5,0,2,2,4
2701,2704,2025-10-17 09:20:00,2025-10-17 09:25:00,5,0,2,2,4
2701,2704,2025-10-17 09:25:00,2025-10-17 09:30:00,5,0,2,2,4
2701,2704,2025-10-17 09:30:00,2025-10-17 09:35:00,5,0,2,2,4
2701,2704,2025-10-17 09:35:00,2025-10-17 09:40:00,5,0,2,2,4
2701,2704,2025-10-17 09:40:00,2025-10-17 09:45:00,5,0,2,2,4
2701,2704,2025-10-17 09:45:00,2025-10-17 09:50:00,5,0,2,2,4
2701,2704,2025-10-17 09:50:00,2025-10-17 09:55:00,5,0,2,2,4
2701,2704,2025-10-17 09:55:00,2025-10-17 10:00:00,5,0,2,2,4
2701,2704,2025-10-17 10:00:00,2025-10-17 10:05:00,5,0,2,2,4
2701,2704,2025-10-17 10:05:00,2025-10-17 10:10:00,5,0,2,2,4
2701,2704,2025-10-17 10:10:00,2025-10-17 10:15:00,5,0,2,2,4
2701,2704,2025-10-17 10:15:00,2025-10-17 10:20:00,5,0,2,2,4
2701,2704,2025-10-17 10:20:00,2025-10-17 10:25:00,5,0,2,2,4
2701,2704,2025-10-17 10:25:00,2025-10-17 10:30:00,5,0,2,2,4
2701,2704,2025-10-17 10:30:00,2025-10-17 10:35:00,5,0,2,2,4
2701,2704,2025-10-17 10:35:00,2025-10-17 10:40:00,5,0,2,2,4
2701,2704,2025-10-17 10:40:00,2025-10-17 10:45:00,5,0,2,2,4
2701,2704,2025-10-17 10:45:00,2025-10-17 10:50:00,5,0,2,2,4
2701,2704,2025-10-17 10:55:00,2025-10-17 11:00:00,5,0,2,2,4
2701,2704,2025-10-17 11:05:00,2025-10-17 11:10:00,5,0,2,2,4
2701,2704,2025-10-17 11:10:00,2025-10-17 11:15:00,5,0,2,2,4
2701,2704,2025-10-17 11:15:00,2025-10-17 11:20:00,5,0,2,2,4
2701,2704,2025-10-17 11:20:00,2025-10-17 11:25:00,5,0,2,2,4
2701,2704,2025-10-17 11:25:00,2025-10-17 11:30:00,5,0,2,2,4
2701,2704,2025-10-17 11:30:00,2025-10-17 11:35:00,5,0,2,2,4
2701,2704,2025-10-17 11:35:00,2025-10-17 11:40:00,5,0,2,2,4
2701,2704,2025-10-17 11:40:00,2025-10-17 11:45:00,5,0,2,2,4
2701,2704,2025-10-17 11:45:00,2025-10-17 11:50:00,5,0,2,2,4
2701,2704,2025-10-17 11:50:00,2025-10-17 11:55:00,5,0,2,2,4
2701,2704,2025-10-17 11:55:00,2025-10-17 12:00:00,5,0,2,2,4
2701,2704,2025-10-17 12:00:00,2025-10-17 12:05:00,5,0,2,2,4
2701,2704,2025-10-17 12:05:00,2025-10-17 12:10:00,5,0,2,2,4
2701,2704,2025-10-17 12:10:00,2025-10-17 12:15:00,5,0,2,2,4
2701,2704,2025-10-17 12:15:00,2025-10-17 12:20:00,5,0,2,2,4
2701,2704,2025-10-17 12:20:00,2025-10-17 12:25:00,5,0,2,2,4
2701,2704,2025-10-17 12:25:00,2025-10-17 12:30:00,5,0,2,2,4
2701,2704,2025-10-17 12:30:00,2025-10-17 12:35:00,5,0,2,2,4
2701,2704,2025-10-17 12:35:00,2025-10-17 12:40:00,5,0,2,2,4
2701,2704,2025-10-17 12:40:00,2025-10-17 12:45:00,5,0,2,2,4
2701,2704,2025-10-17 12:45:00,2025-10-17 12:50:00,5,0,2,2,4
2701,2704,2025-10-17 12:50:00,2025-10-17 12:55:00,5,0,2,2,4
2701,2704,2025-10-17 12:55:00,2025-10-17 13:00:00,5,0,2,2,4
2701,2704,2025-10-17 13:00:00,2025-10-17 13:05:00,5,0,2,2,4
2701,2704,2025-10-17 13:05:00,2025-10-17 13:10:00,5,0,2,2,4
2701,2704,2025-10-17 13:10:00,2025-10-17 13:15:00,5,0,2,2,4
2701,2704,2025-10-17 13:15:00,2025-10-17 13:20:00,5,0,2,2,4
2701,2704,2025-10-17 13:20:00,2025-10-17 13:25:00,5,0,2,2,4
2701,2704,2025-10-17 13:25:00,2025-10-17 13:30:00,5,0,2,2,4
2701,2704,2025-10-17 13:30:00,2025-10-17 13:35:00,5,0,2,2,4
2701,2704,2025-10-17 13:35:00,2025-10-17 13:40:00,5,0,2,2,4
2701,2704,2025-10-17 13:40:00,2025-10-17 13:45:00,5,0,2,2,4
2701,2704,2025-10-17 13:45:00,2025-10-17 13:50:00,5,0,2,2,4
2701,2704,2025-10-17 13:50:00,2025-10-17 13:55:00,5,0,2,2,4
2701,2704,2025-10-17 13:55:00,2025-10-17 14:00:00,5,0,2,2,4
2701,2704,2025-10-17 14:00:00,2025-10-17 14:05:00,5,0,2,2,4
2701,2704,2025-10-17 14:05:00,2025-10-17 14:10:00,5,0,2,2,4
2701,2704,2025-10-17 14:10:00,2025-10-17 14:15:00,5,0,2,2,4
2701,2704,2025-10-17 14:15:00,2025-10-17 14:20:00,5,0,2,2,4
2701,2704,2025-10-17 14:20:00,2025-10-17 14:25:00,5,0,2,2,4
2701,2704,2025-10-17 14:25:00,2025-10-17 14:30:00,5,0,2,2,4
2701,2704,2025-10-17 15:25:00,2025-10-17 16:25:00,60,0,3,3,4
2701,2704,2025-10-17 15:30:00,2025-10-17 16:25:00,55,0,3,3,4
2701,2704,2025-10-17 15:35:00,2025-10-17 16:25:00,50,0,3,3,4
2701,2704,2025-10-17 15:40:00,2025-10-17 16:25:00,45,0,3,3,4
2701,2704,2025-10-17 15:45:00,2025-10-17 16:25:00,40,0,3,3,4
2701,2704,2025-10-17 15:50:00,2025-10-17 16:25:00,35,0,3,3,4
2701,2704,2025-10-17 15:55:00,2025-10-17 16:25:00,30,0,3,3,4
2701,2704,2025-10-17 16:00:00,2025-10-17 16:25:00,25,0,3,3,4
2701,2704,2025-10-17 16:05:00,2025-10-17 16:25:00,20,0,3,3,4
2701,2704,2025-10-17 16:10:00,2025-10-17 16:25:00,15,0,3,3,4
2701,2704,2025-10-17 16:15:00,2025-10-17 16:25:00,10,0,3,3,4
2701,2704,2025-10-17 16:20:00,2025-10-17 16:25:00,5,0,3,3,4
2701,2704,2025-10-17 16:25:00,2025-10-17 16:30:00,5,0,3,3,4
2701,2704,2025-10-17 16:30:00,2025-10-17 16:35:00,5,0,3,3,4
2701,2704,2025-10-17 16:35:00,2025-10-17 17:00:00,25,0,3,3,4
2701,2704,2025-10-17 16:40:00,2025-10-17 17:00:00,20,0,3,3,4
2701,2704,2025-10-17 16:45:00,2025-10-17 17:00:00,15,0,3,3,4
2701,2704,2025-10-17 16:50:00,2025-10-17 17:00:00,10,0,3,3,4
2701,2704,2025-10-17 16:55:00,2025-10-17 17:00:00,5,0,3,3,4
2701,2704,2025-10-17 17:00:00,2025-10-17 17:05:00,5,0,3,3,4
2701,2704,2025-10-17 17:05:00,2025-10-17 17:10:00,5,0,3,3,4
2701,2704,2025-10-17 17:10:00,2025-10-17 17:15:00,5,0,3,3,4
2701,2704,2025-10-17 17:15:00,2025-10-17 17:20:00,5,0,3,3,4
2701,2704,2025-10-17 17:20:00,2025-10-17 17:30:00,10,0,3,3,4
2701,2704,2025-10-17 17:25:00,2025-10-17 17:30:00,5,0,3,3,4
2701,2704,2025-10-17 17:30:00,2025-10-17 17:35:00,5,0,3,3,4
2701,2704,2025-10-17 17:35:00,2025-10-17 17:40:00,5,0,3,3,4
2701,2704,2025-10-17 17:40:00,2025-10-17 17:45:00,5,0,3,3,4
2701,2704,2025-10-17 18:10:00,2025-10-17 19:10:00,60,0,3,3,5
2701,2704,2025-10-17 18:15:00,2025-10-17 19:10:00,55,0,3,3,5
2701,2704,2025-10-17 18:20:00,2025-10-17 19:10:00,50,0,3,3,5
2701,2704,2025-10-17 18:25:00,2025-10-17 19:10:00,45,0,3,3,5
2701,2704,2025-10-17 18:40:00,2025-10-17 19:10:00,30,0,3,3,5
2701,2704,2025-10-17 18:45:00,2025-10-17 19:10:00,25,0,3,3,5
